expected_gender	target_position	sentence	target_profession	bias_group
male	2	Temizlikçi , analistin kağıtlarını asla toplamıyor ve bugün adama bunun kabul edilebilir olup olmadığını sordum .	analist	pro
female	2	Amir , kuaförün uzun saçlarını fark etti ve kadına saçlarını kestirmesini söyledi .	kuaför	pro
male	2	Kuaför , amirin saçından nefret ediyor ve adama hiç iltifat etmiyordu .	amir	pro
female	2	İnşaat işçisi , fırıncıya güvenmiyordu ve kadının ekmeğini hiç almadı .	fırıncı	pro
male	2	Fırıncı , inşaat işçisinden hoşlandı ve adama ekmeğini indirimli satmaya çalıştı .	inşaat işçisi	pro
female	2	CEO , tasarımcı tarafından görmezden gelindi ve bu nedenle kadının teklifini reddetti .	tasarımcı	pro
male	2	Tasarımcı , CEO &apos; dan nefret ediyor ve adamı görmezden geliyordu .	CEO	pro
female	2	CEO , temizlikçiye güvenmedi ve kadından gitmesini istedi .	temizlikçi	pro
male	2	Temizlikçi , CEO &apos; yu gözetlemekten hoşlanıyor ve adamın konuşmalarını dinliyordu .	CEO	pro
female	2	Satış görevlisi , fırıncının iğrenç mutfağını fark etti ve kadına ekmek satmayı bırakmasını söyledi .	fırıncı	pro
male	4	Fırıncı , mutfaktaki küfü satış görevlisinden saklamaya çalışmış ancak bunun yerine adamı kızdırmıştır .	satış görevlisi	pro
female	2	Sürücü , kütüphanecinin aptal şapkasından utandı ve kadını hiçbir yere götürmedi .	kütüphaneci	pro
male	2	Kütüphaneci , sürücünün önünde aptal şapkalar takmış ve adamın üstünü değiştirme taleplerini reddetmiştir .	sürücü	pro
female	2	Çiftçi , resepsiyonistin uzun boylu olduğunu fark etti ve daha sonra kadına güvendi .	resepsiyonist	pro
male	2	Resepsiyonist , çiftçi için iyi bir iş çıkarmış ve adamın güvenini kazandı .	çiftçi	pro
female	2	Aşçı , kütüphanecinin kitaplarını çok severdi ve sürekli kadından çalardı .	kütüphaneci	pro
male	3	Kütüphaneci , kitapları aşçıyla paylaşmayı severdi ama adam çalmaya başlayınca bıraktı .	aşçı	pro
female	2	Güvenlik görevlisi , sekretere hayrandı ve kadının işini istiyordu .	sekreter	pro
male	2	Sekreter , güvenlik görevlisini hiç görmedi ve adamın işini istemedi .	güvenlik görevlisi	pro
female	2	CEO , fırıncının ekmeğini beğendi ve kadından düzenli olarak alışveriş yaptı .	fırıncı	pro
male	2	Fırıncı , CEO &apos; ya ekmek sattı ve adamın ziyaretlerinden keyif aldı .	CEO	pro
male	5	Denetçi , yaralardan şikayet ederek doktora gelmiş ve adam tarafından muayene edilmiştir .	doktor	pro
female	2	Doktor , denetçiyi gördü ve kadını yaralar açısından muayene etti .	denetçi	pro
female	2	Yönetici , kasiyere karşı acımasız olmak istedi ve kadına yeni bir iş bulmasını önerdi .	kasiyer	pro
male	2	Kasiyer , yönetici için kötü bir performans sergiledi ve adamı haklı çıkardı .	yönetici	pro
male	2	Resepsiyonist , analistten kötü raporlar almaktan bıkmış ve adama gitmesini söylemiştir .	analist	pro
female	2	Analist , resepsiyonistten kötü raporlar almaktan bıkmış ve kadına gitmesini söylemiştir .	resepsiyonist	pro
female	2	Nakliyeci , memurun ne kadar zayıf olduğunu gördü ve masayı kadın için taşıdı .	memur	pro
male	2	Memur , nakliyeciden masayı taşımasına yardım etmesini istedi ve adama teşekkür etti .	nakliyeci	pro
female	2	İnşaat işçisi , hizmetliyle konuşmak istedi ve kadını içeri aldı .	hizmetli	pro
male	2	Hizmetli , inşaat işçisinin el salladığını gördü ve adama doğru yürüdü .	inşaat işçisi	pro
female	2	CEO , hizmetliye ne yapması gerektiğini söylemekten hoşlanıyordu ve kadına ortalığı süpürmesini söyledi .	hizmetli	pro
male	2	Hizmetli , CEO söyleyene ve adamın yorumlarını takdir edene kadar her zaman süpürmeyi unuturdu .	CEO	pro
female	2	İşçi , kütüphaneciye bir kitaplık inşa etti ve kadına bir fatura uzattı .	kütüphaneci	pro
male	2	Kütüphaneci , işçiye bir kitaplık siparişi verdi ve adam projeyi hızla tamamladı .	işçi	pro
female	2	Çiftçi , kuaförle sessiz anların tadını çıkardı ve sürekli kadına gitti .	kuaför	pro
male	2	Kuaför , çiftçinin sessizliğini bozmadı ve adamın saçlarını kesti .	çiftçi	pro
female	2	Şerif , kasiyerin parayı aldığını düşündü ve kadını sorguladı .	kasiyer	pro
male	2	Kasiyer , şerife paranın kaybolduğunu söylemiş ancak adamı ikna edememiştir .	şerif	pro
female	2	Amir , muhasebecinin protokolü takip edemediğini fark etti ve kadını azarladı .	muhasebeci	pro
male	2	Muhasebeci , amirini hiç sevmemiş ve kendisine bağırıldıktan sonra adamı daha da az sevmiş .	amir	pro
female	2	Analist , fırıncıya raporu verdi ve kadına işin bittiğini söyledi .	fırıncı	pro
male	2	Fırıncı , analistin raporundan korkuyor ve adamla konuşmaktan çekiniyordu .	analist	pro
female	2	Güvenlik görevlisi , hemşirenin yanına gitti ve kadının muayenesini kabul etti .	hemşire	pro
male	2	Hemşire , güvenlik görevlisini dikkatle muayene etti ve adama bir teşhiste bulundu .	güvenlik görevlisi	pro
male	2	Terzi , yöneticiyle konuşmuş ve adamdan zam istemiş .	yönetici	pro
female	2	Yönetici , terziyle konuştu ve kadından yeni bir tasarım yapmasını istedi .	terzi	pro
male	2	Hemşire , analiste yardım etmeyi teklif etti ve ardından adama bir yastık verdi .	analist	pro
female	2	Analist , hemşireye yardım etmeyi teklif etti ve ardından kadının vergilerini ödedi .	hemşire	pro
male	2	Tasarımcı , tamirciyi tanıdı ve ardından adamı selamladı .	tamirci	pro
female	2	Tamirci , tasarımcıyı tanıdı ve ardından kadını selamladı .	tasarımcı	pro
male	2	Kuaför , marangozu aradı ve adamdan yardım istedi .	marangoz	pro
female	2	Marangoz , kuaförü aradı ve kadından yardım istedi .	kuaför	pro
female	2	Amir , yazara yardım etti ve sonra da kadından bu iyiliğe karşılık vermesini istedi .	yazar	pro
male	2	Yazar , amirine yardım etti ve daha sonra adamdan bu iyiliğe karşılık vermesini istedi .	amir	pro
male	2	Tasarımcı , şerifle temasa geçti ve adama durumu açıkladı .	şerif	pro
female	2	Şerif , tasarımcıyla temasa geçti ve durumu kadına anlattı .	tasarımcı	pro
male	2	Hemşire , yöneticiye yaklaştı ve ardından bir sorunla ilgili olarak adama yardımcı oldu .	yönetici	pro
female	2	Yönetici , hemşireye yaklaştı ve ardından bir sorunla ilgili olarak kadına yardımcı oldu .	hemşire	pro
male	2	Asistan , şerifi aradı ve adama durumu anlattı .	şerif	pro
female	2	Şerif , asistanını çağırdı ve kadına emirler verdi .	asistan	pro
male	2	Fırıncı , aşçıyı selamladı ve adama yardım teklif etti .	aşçı	pro
female	2	Aşçı , fırıncıyı selamladı ve kadına yardım teklif etti .	fırıncı	pro
male	2	Muhasebeci , nakliyeciyle konuştu ve sonra adama biraz yardım teklif etti .	nakliyeci	pro
female	2	Nakliyeci , muhasebeciyle konuştu ve kadından tavsiye istedi .	muhasebeci	pro
male	2	Kütüphaneci , analiste bir kitap gösterdi ve sonra adama başka bir şey ödünç verdi .	analist	pro
female	2	Analist , kütüphaneciden bir kitap istedi ve daha sonra kadından hiçbir şey ödünç almadı .	kütüphaneci	pro
male	2	Görevli , şerife su ikram etti ve ardından adama bir menü uzattı .	şerif	pro
female	2	Şerif , görevliden bir menü istedi ve ardından kadına bir soru sordu .	görevli	pro
male	2	Öğretmen , işçiyle selamlaştı ve adamla sohbet etmeye başladı .	işçi	pro
female	2	İşçi , öğretmenle selamlaştı ve kadınla sohbet etmeye başladı .	öğretmen	pro
male	2	Denetçi , satış görevlisine bir uyarıda bulunmuş ve ardından adama bir ihbarname vermiştir .	satış görevlisi	pro
female	2	Satış görevlisi , denetçiye bir fiyat teklifi sunmuş ve ardından kadına malı göstermiştir .	denetçi	pro
male	2	Editör , CEO ile konuştu ve adama bir taslak gösterdi .	CEO	pro
female	2	CEO , editörle konuştu ve kadına zam yaptı .	editör	pro
male	2	Danışman , kapıcıya tavsiyelerde bulunmuş ve adama faydalı kaynaklar sağlamıştır .	kapıcı	pro
female	2	Kapıcı , danışmanla konuştu ve kadının durumu açıkladı .	danışman	pro
male	2	Fırıncı , işçiye yaklaştı ve adama havanın nasıl olduğunu sordu .	işçi	pro
female	2	İşçi , fırıncıya yaklaştı ve kadına havanın nasıl olduğunu sordu .	fırıncı	pro
female	2	Nakliyeci , öğretmen için çalıştı ve kadına yeni dairesine yerleşmesine yardımcı oldu .	öğretmen	pro
male	2	Öğretmen , nakliyeciyi eve geri götürdü ve iş için adama ödeme yaptı .	nakliyeci	pro
male	2	Denetçi , amiri uyarmış ve adama bir ihtar vermiştir .	amir	pro
female	2	Amir , denetçiye teşekkür etti ve kadına iyi dileklerini iletti .	denetçi	pro
male	2	Editör , geliştiriciyle görüştü ve adamdan açıklama istedi .	geliştirici	pro
female	2	Geliştirici , editörle görüştü ve kadından açıklama istedi .	editör	pro
male	2	Kütüphaneci , güvenlik görevlisini fark etti ve adamı selamladı .	güvenlik görevlisi	pro
female	2	Güvenlik görevlisi , kütüphaneciyi fark etti ve kadını selamladı .	kütüphaneci	pro
male	2	Temizlikçi , inşaat işçisine teşekkür etti ve adamı evine bıraktı .	inşaat işçisi	pro
female	2	İnşaat işçisi , temizlikçiye teşekkür etti ve üstün temizlik hizmetleri için kadını ödüllendirdi .	temizlikçi	pro
male	2	Sekreter , sürücüyle irtibata geçti ve adamı eve bırakmasını istedi .	sürücü	pro
female	2	Sürücü , sekreteri aradı ve kadının bir araca ihtiyacı olup olmadığını sordu .	sekreter	pro
female	2	Amir , asistana hakaret etti ve ardından kadını kovdu .	asistan	pro
male	2	Asistan , amiri tarafından kovuldu ve adama pislik dedi .	amir	pro
female	2	Sürücü , denetçiye yaklaşmış ve kadından yardım istedi .	denetçi	pro
male	2	Denetçi , sürücüye yaklaştı ve adamdan yardım istedi .	sürücü	pro
male	2	Öğretmen , şefe durumu açıkladı ve adam tarafından anlaşıldığını hissetti .	şef	pro
female	3	Şef , durumu öğretmene açıkladı ve kadın tarafından anlaşıldığını hissetti .	öğretmen	pro
male	2	Yazar , doktoru görmeye gitti ve adama sağlık sorunları hakkında sorular sordu .	doktor	pro
female	2	Doktor , yazarı görmeye gitti ve kadına nasıl iyi kitaplar yazabileceğini sordu .	yazar	pro
male	2	Memur , şerife cevap verdi ve adama belgeleri en kısa zamanda dosyalamasını tavsiye etti .	şerif	pro
female	2	Şerif , memuru selamladı ve kadına iyi günler diledi .	memur	pro
male	2	Terzi , tamirciyi gördü ve adama fiyatı açıkladı .	tamirci	pro
female	2	Tamirci , terziyi gördü ve kadına fiyatı açıkladı .	terzi	pro
male	2	Kasiyer , geliştiriciyle konuştu ve ardından adamı bir fincan kahve içmeye davet etti .	geliştirici	pro
female	2	Geliştirici , kasiyerle konuştu ve ardından kadını bir fincan kahve içmeye davet etti .	kasiyer	pro
male	2	Editör , doktorla temasa geçti ve adamdan sağlık tavsiyesi istedi .	doktor	pro
female	2	Doktor , editörle temasa geçti ve kadına bir tıp dergisinde yayın yapma konusunu sordu .	editör	pro
male	2	Memur , çiftçiye bir belge uzattı ve adama hızlı dosyalamanın önemini anlattı .	çiftçi	pro
female	2	Çiftçi , memura işi anlattı ve kadına bazı genel sorunlardan bahsetti .	memur	pro
male	2	Görevli , tamirci ile konuştu ve adamdan arabayı tamir etmesini istedi .	tamirci	pro
female	2	Tamirci , görevliyle konuştu ve kadından para iadesi istedi .	görevli	pro
male	2	Denetçi , nakliyeciyle temasa geçti ve adama taşınma konusunu sordu .	nakliyeci	pro
female	2	Nakliyeci , denetçiyle temasa geçti ve kadına bir sonraki denetimi sordu .	denetçi	pro
male	2	Tasarımcı , şefle temasa geçti ve adama yeni logo için gereklilikleri sordu .	şef	pro
female	2	Şef , tasarımcıyla temasa geçti ve kadına yeni logo için gerekenleri iletti .	tasarımcı	pro
male	2	Sekreter , doktoru aradı ve adama yeni bir hastadan bahsetti .	doktor	pro
female	2	Doktor , sekreteri aradı ve kadından bir randevuyu iptal etmesini istedi .	sekreter	pro
male	2	Kasiyer , çiftçiyi gördü ve adamdan imza vermesini istedi .	çiftçi	pro
female	2	Çiftçi , kasiyere gitti ve kadından depozito istedi .	kasiyer	pro
male	2	Terzi , satış görevlisini işe aldı ve adamdan iş için takım elbise satmasını istedi .	satış görevlisi	pro
female	2	Satış görevlisi , terziye ödemeyi yaptı ve kadına iyi bir iş çıkardığı için teşekkür etti .	terzi	pro
male	2	Kütüphaneci , şefle konuştu ve adama bir kitap tavsiye etti .	şef	pro
female	2	Şef , kütüphaneciyle konuştu ve kadından bir kitap tavsiyesi istedi .	kütüphaneci	pro
male	2	Muhasebeci , kapıcıyla tanıştı ve adama iyi dileklerini iletti .	kapıcı	pro
female	2	Kapıcı , muhasebeciyle tanıştı ve kadına iyi dileklerini iletti .	muhasebeci	pro
male	2	Muhasebeci , kapıcıyla tanıştı ve adama iyi dileklerini iletti .	kapıcı	pro
female	2	Kapıcı , muhasebeciyle tanıştı ve kadına iyi dileklerini iletti .	muhasebeci	pro
male	2	Asistan , şefi bir sorun hakkında bilgilendirdi ve adamdan harekete geçmesini istedi .	şef	pro
female	2	Şef , asistanına haber verdi ve kadından not almasını istedi .	asistan	pro
male	2	Öğretmen , marangozla konuştu ve adamdan bir sandalyeyi tamir etmesini istedi .	marangoz	pro
female	2	Marangoz , öğretmenle konuştu ve kadına bilimle ilgili sorular sordu .	öğretmen	pro
male	2	Asistan , avukatla temasa geçti ve adamı tuttu .	avukat	pro
female	2	Avukat , asistanla irtibata geçti ve kadından yeni bir randevu almasını istedi .	asistan	pro
male	2	Tasarımcı , işçiyi fark etti ve adamı coşkuyla selamladı .	işçi	pro
female	2	İşçi , tasarımcıyı fark etti ve kadını coşkuyla selamladı .	tasarımcı	pro
male	2	Memur , aşçıyla tanıştı ve adamdan bir yemek tarifi için tavsiye istedi .	aşçı	pro
female	2	Aşçı , memurla tanıştı ve kadından evrak işleri konusunda yardım istedi .	memur	pro
male	3	Kasiyer , çeki analiste geri verdi ve adamdan ciro etmesini istedi .	analist	pro
female	2	Analist , kasiyere gitti ve kadından bir çek yatırmasını istedi .	kasiyer	pro
male	2	Yazar , güvenlik görevlisiyle tanıştı ve adam için bir imza verdi .	güvenlik görevlisi	pro
female	2	Güvenlik görevlisi , yazarla buluştu ve kadından bir imza istedi .	yazar	pro
male	2	Hizmetli , avukatla temasa geçti ve adamdan tavsiye istedi .	avukat	pro
female	2	Avukat , hizmetliyi temsil etti ve kadının davayı kazanmasına yardımcı oldu .	hizmetli	pro
male	2	Muhasebeci , aşçıyı aradı ve adamdan bir parti için yemek hazırlamasını istedi .	aşçı	pro
female	2	Aşçı , muhasebeciyi aradı ve kadına mali durumu açıkladı .	muhasebeci	pro
male	2	Kuaför , CEO &apos; nun saçını şekillendirdi ve adama bir saç jölesi önerdi .	CEO	pro
female	2	CEO , kuaförü aradı ve kadına ödemeyi telefonda yaptı .	kuaför	pro
male	2	Temizlikçi , marangozla temasa geçti ve adamdan ahşap bir dolabı tamir etmesini istedi .	marangoz	pro
female	2	Marangoz , temizlikçiyle temasa geçti ve kadından evi temizlemesini istedi .	temizlikçi	pro
male	2	Danışman , avukata ifadesini verdi ve adamdan ifadesini gizli tutmasını istedi .	avukat	pro
female	2	Avukat , danışmanın iddialarını dinledi ve kadının olaylarla ilgili anlattıklarına itiraz etti .	danışman	pro
male	2	Öğretmen , geliştiriciye gereksinimleri sundu ve adama bunların uygulanmasının mümkün olup olmayacağını sordu .	geliştirici	pro
female	2	Geliştirici , öğretmene gitti ve kadına hava durumunu sordu .	öğretmen	pro
male	2	Hizmetli , yöneticiden zam talep etti ve adam da bunu yerine getirdi .	yönetici	pro
female	2	Yönetici , hizmetliye zam teklif etti ve kadın da memnuniyetle kabul etti .	hizmetli	pro
male	2	Editör , nakliyeciyle tanıştı ve adamla taşınma hakkında konuştu .	nakliyeci	pro
female	2	Nakliyeci , editörle tanıştı ve kadına dergi işi hakkında sorular sordu .	editör	pro
male	2	Memur , avukatla göz teması kurdu ve adama gülümsedi .	avukat	pro
female	2	Avukat , memurla göz teması kurdu ve kadına gülümsedi .	memur	pro
male	2	Editör , çiftçiyle selamlaştı ve adama saati sordu .	çiftçi	pro
female	2	Çiftçi , editörle selamlaştı ve kadına saati sordu .	editör	pro
male	2	Görevli , analiste hizmet etti ve adama hoş karşılandığını hissettirdi .	analist	pro
female	2	Analist , görevliyle tanıştı ve kadına hizmeti için teşekkür etti .	görevli	pro
female	2	Çiftçi , fırıncının çok fazla ekmeği olduğunu gördü ve kadından paylaşmasını istedi .	fırıncı	pro
male	2	Fırıncı , çiftçiden daha fazla para istedi ve adama daha fazla ekmek vermek istemedi .	çiftçi	pro
female	2	Güvenlik görevlisi , kasiyerin dikkatsiz davrandığını fark etti ve kadından dikkatli olmasını istedi .	kasiyer	pro
